numer_sta;date;pmer;tend;cod_tend;dd;vitesse_vent;temperature;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;;Nom;Latitude;Longitude;Altitude;Region
07015;20130110090000;101580.0;-50.0;8.0;0.0;0.0;278.25;277.85;97.0;6000.0;2.0;1.0;1.0;90.0;7.0;800.0;35.0;61.0;60.0;101000.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.5;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1102.0;3100.0;nan;7.0;6.0;690.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130110120000;101520.0;-80.0;8.0;290.0;1.5;280.25;280.15;99.0;6000.0;3.0;5.0;4.0;100.0;8.0;150.0;35.0;61.0;60.0;100610.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.1;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.2;nan;nan;710.0;1102.0;3100.0;nan;1.0;7.0;150.0;7.0;6.0;840.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130110120000;101470.0;-110.0;8.0;270.0;3.1;279.55;277.75;88.0;10000.0;2.0;1.0;1.0;90.0;2.0;450.0;38.0;20.0;12.0;100890.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.6;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1105.0;3100.0;nan;2.0;8.0;300.0;7.0;0.0;7800.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130110150000;101340.0;-170.0;6.0;260.0;0.5;280.65;279.25;91.0;7000.0;2.0;1.0;1.0;100.0;8.0;250.0;35.0;61.0;60.0;100440.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.5;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1102.0;3100.0;nan;1.0;7.0;180.0;3.0;6.0;390.0;7.0;6.0;1200.0;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130110150000;101370.0;-100.0;5.0;350.0;2.6;279.05;275.65;79.0;15000.0;2.0;1.0;1.0;90.0;7.0;800.0;35.0;61.0;60.0;100790.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1104.0;3100.0;nan;7.0;6.0;600.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130110180000;101300.0;-50.0;8.0;290.0;1.5;279.55;278.85;95.0;5000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100390.0;nan;nan;nan;279.55;nan;280.95;nan;nan;nan;nan;nan;2.1;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.2;nan;710.0;1102.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130110180000;101300.0;-70.0;6.0;20.0;1.0;276.85;275.05;88.0;10000.0;0.0;nan;nan;nan;nan;800.0;nan;nan;nan;100720.0;nan;nan;nan;276.85;nan;279.75;nan;nan;nan;nan;nan;3.1;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130110210000;101330.0;30.0;3.0;340.0;2.1;278.65;278.05;96.0;3900.0;10.0;nan;nan;nan;nan;nan;nan;nan;nan;100420.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130110210000;101340.0;30.0;3.0;310.0;2.1;275.25;274.25;93.0;9000.0;2.0;1.0;1.0;75.0;3.0;800.0;35.0;20.0;11.0;100750.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.6;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1103.0;3100.0;nan;3.0;6.0;900.0;6.0;0.0;7800.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130111000000;101460.0;120.0;3.0;340.0;2.6;277.45;276.45;93.0;6000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100540.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130111000000;101400.0;60.0;3.0;310.0;2.6;274.15;273.25;94.0;7000.0;2.0;1.0;1.0;75.0;0.0;8000.0;30.0;20.0;11.0;100810.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1104.0;3100.0;nan;6.0;0.0;7200.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130111030000;101600.0;130.0;1.0;280.0;2.6;274.35;273.35;93.0;7000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100670.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.6;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1105.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130111030000;101500.0;100.0;3.0;290.0;2.6;275.05;274.65;97.0;4000.0;10.0;nan;nan;90.0;7.0;1250.0;35.0;61.0;60.0;100910.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.1;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1103.0;3100.0;nan;7.0;6.0;1290.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130111060000;101730.0;130.0;3.0;270.0;1.5;274.95;274.65;98.0;5000.0;2.0;1.0;1.0;90.0;7.0;450.0;35.0;61.0;60.0;100800.0;nan;nan;nan;273.55;nan;279.65;nan;272.15;nan;nan;nan;2.1;-10.0;1.0;0.0;0.0;-60.0;0.0;0.0;nan;0.0;0.2;710.0;1102.0;3100.0;nan;2.0;6.0;300.0;7.0;6.0;780.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130111060000;101620.0;120.0;3.0;310.0;3.1;276.45;275.85;96.0;2000.0;50.0;nan;nan;100.0;7.0;80.0;37.0;61.0;60.0;101030.0;nan;nan;nan;273.35;nan;277.05;nan;270.15;nan;nan;nan;5.7;-10.0;1.0;0.0;0.0;-60.0;0.0;0.0;nan;0.0;0.0;710.0;1106.0;3100.0;nan;7.0;7.0;90.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130111090000;101870.0;150.0;1.0;190.0;1.5;276.55;276.15;97.0;3800.0;10.0;2.0;2.0;90.0;7.0;450.0;38.0;61.0;60.0;100950.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.1;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1103.0;3100.0;nan;2.0;8.0;300.0;7.0;6.0;600.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130111090000;101790.0;170.0;1.0;310.0;3.6;277.05;276.45;96.0;4000.0;10.0;5.0;2.0;90.0;7.0;150.0;35.0;61.0;60.0;101200.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;nan;nan;0.0;-30.0;0.2;0.2;nan;nan;nan;710.0;1106.0;3100.0;nan;5.0;7.0;180.0;7.0;6.0;1800.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130111120000;101850.0;-10.0;8.0;210.0;2.1;279.75;277.55;86.0;8000.0;2.0;1.0;1.0;90.0;4.0;450.0;38.0;20.0;12.0;100940.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.1;-10.0;nan;nan;0.0;-60.0;0.0;0.4;0.4;nan;nan;710.0;1103.0;3100.0;nan;3.0;8.0;480.0;6.0;0.0;7200.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130111120000;101790.0;10.0;0.0;290.0;3.1;278.05;276.55;90.0;6000.0;3.0;5.0;2.0;90.0;7.0;250.0;36.0;61.0;60.0;101210.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.6;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1105.0;3100.0;nan;7.0;7.0;270.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130111150000;101790.0;-60.0;6.0;280.0;3.6;279.65;276.25;79.0;20000.0;2.0;1.0;1.0;60.0;3.0;800.0;38.0;20.0;12.0;100880.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1106.0;3100.0;nan;2.0;8.0;630.0;3.0;0.0;7200.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130111150000;101820.0;20.0;3.0;60.0;2.6;274.75;274.05;95.0;3000.0;61.0;6.0;2.0;100.0;8.0;80.0;37.0;61.0;60.0;101230.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;nan;nan;0.0;-30.0;0.2;0.2;nan;nan;nan;710.0;1106.0;3100.0;nan;8.0;7.0;90.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130111180000;101840.0;40.0;2.0;350.0;1.5;276.85;275.95;94.0;7000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100920.0;nan;nan;nan;274.95;nan;280.15;nan;nan;nan;nan;nan;2.1;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.4;nan;710.0;1102.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130111180000;101870.0;50.0;2.0;90.0;2.6;274.45;273.85;96.0;3000.0;50.0;7.0;6.0;100.0;8.0;150.0;35.0;61.0;60.0;101280.0;nan;nan;nan;274.25;nan;278.25;nan;nan;nan;nan;nan;4.6;-10.0;nan;nan;0.0;-60.0;0.0;0.4;nan;0.6;nan;710.0;1105.0;3100.0;nan;4.0;7.0;180.0;7.0;6.0;450.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130111210000;101800.0;-40.0;7.0;90.0;1.0;275.85;275.45;97.0;8000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100880.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.5;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1102.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130111210000;101860.0;-10.0;5.0;80.0;2.1;274.15;272.65;90.0;6000.0;1.0;5.0;2.0;90.0;7.0;1750.0;35.0;61.0;60.0;101270.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1104.0;3100.0;nan;7.0;6.0;1800.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130112000000;101740.0;-70.0;8.0;90.0;3.6;273.65;273.55;99.0;100.0;45.0;nan;nan;nan;nan;nan;nan;nan;nan;100810.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;nan;nan;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1106.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130112000000;101790.0;-80.0;8.0;100.0;1.5;272.55;271.45;91.0;8000.0;1.0;5.0;1.0;25.0;2.0;1750.0;35.0;20.0;10.0;101190.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.1;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1103.0;3100.0;nan;2.0;6.0;1800.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130112030000;101590.0;-150.0;7.0;110.0;4.1;274.35;274.35;100.0;100.0;45.0;nan;nan;nan;nan;nan;nan;nan;nan;100660.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1107.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130112030000;101680.0;-110.0;8.0;90.0;2.1;271.65;270.85;94.0;6000.0;0.0;nan;nan;0.0;nan;nan;nan;nan;nan;101080.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1104.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130112060000;101420.0;-170.0;6.0;110.0;5.7;274.45;274.45;100.0;300.0;46.0;4.0;4.0;100.0;8.0;250.0;37.0;61.0;60.0;100490.0;nan;nan;nan;273.35;nan;276.85;nan;272.15;nan;nan;nan;8.7;-10.0;1.0;0.0;nan;nan;0.0;0.0;nan;0.0;0.4;710.0;1109.0;nan;nan;8.0;7.0;180.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130112060000;101580.0;-100.0;6.0;100.0;2.6;271.15;270.35;94.0;6000.0;1.0;nan;nan;60.0;5.0;3500.0;30.0;23.0;10.0;100980.0;nan;nan;nan;270.95;nan;274.45;nan;268.15;nan;nan;nan;3.6;-10.0;4.0;0.0;0.0;-60.0;0.0;0.0;nan;0.0;0.6;710.0;1104.0;3100.0;nan;5.0;3.0;4200.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130112090000;101330.0;-80.0;7.0;80.0;6.2;274.95;274.95;100.0;2000.0;10.0;4.0;2.0;100.0;8.0;250.0;37.0;61.0;60.0;100410.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.3;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1109.0;3100.0;nan;8.0;7.0;180.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130112090000;101560.0;-10.0;5.0;100.0;2.6;272.95;272.35;95.0;3500.0;10.0;2.0;2.0;100.0;8.0;150.0;36.0;61.0;60.0;100970.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.6;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1105.0;3100.0;nan;8.0;7.0;150.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130112120000;101210.0;-120.0;8.0;100.0;3.6;276.25;276.25;100.0;4000.0;60.0;6.0;4.0;100.0;8.0;250.0;37.0;61.0;60.0;100290.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1106.0;3100.0;nan;8.0;7.0;240.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130112120000;101380.0;-180.0;8.0;80.0;4.1;274.05;273.15;94.0;3000.0;71.0;7.0;2.0;100.0;8.0;450.0;35.0;61.0;60.0;100790.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1106.0;3100.0;nan;5.0;7.0;330.0;8.0;6.0;810.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130112150000;101120.0;-80.0;6.0;90.0;5.7;277.55;277.15;97.0;5000.0;1.0;6.0;2.0;100.0;8.0;450.0;35.0;61.0;60.0;100210.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.7;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1109.0;3100.0;nan;8.0;6.0;300.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130112150000;101350.0;-30.0;5.0;80.0;4.1;273.85;273.25;96.0;1500.0;71.0;nan;nan;100.0;nan;150.0;nan;nan;nan;100760.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;nan;0.0;nan;nan;1.0;2.0;nan;nan;nan;710.0;1106.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130112180000;101190.0;70.0;3.0;90.0;4.6;277.45;276.85;96.0;6000.0;50.0;nan;nan;nan;nan;nan;nan;nan;nan;100280.0;nan;nan;nan;274.45;nan;277.55;nan;nan;nan;nan;nan;7.2;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1107.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130112180000;101370.0;20.0;1.0;90.0;4.1;273.55;273.25;98.0;1100.0;68.0;7.0;6.0;100.0;8.0;80.0;37.0;61.0;60.0;100780.0;nan;nan;nan;270.95;nan;274.45;nan;nan;nan;nan;nan;5.7;-10.0;12.0;0.0;0.01;-60.0;0.6;3.0;nan;4.0;nan;710.0;1106.0;3101.0;nan;8.0;7.0;60.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130112210000;101260.0;60.0;3.0;80.0;3.6;277.25;276.35;94.0;8000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100340.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1105.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130112210000;101410.0;40.0;3.0;80.0;3.6;273.85;273.55;98.0;2500.0;61.0;7.0;6.0;100.0;8.0;150.0;37.0;61.0;60.0;100820.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;11.0;0.0;0.0;-30.0;0.0;1.0;nan;nan;nan;710.0;1105.0;3100.0;nan;7.0;7.0;120.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130113000000;101290.0;30.0;1.0;80.0;4.1;276.85;275.95;94.0;4300.0;10.0;nan;nan;nan;nan;nan;nan;nan;nan;100370.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;nan;nan;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1107.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130113000000;101420.0;10.0;2.0;80.0;4.1;273.75;273.45;98.0;2700.0;10.0;7.0;6.0;75.0;3.0;150.0;36.0;23.0;10.0;100830.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;11.0;0.0;0.0;-60.0;0.0;0.4;2.0;nan;nan;710.0;1106.0;3100.0;nan;5.0;7.0;150.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130113030000;101360.0;70.0;2.0;60.0;4.1;276.35;275.45;94.0;3500.0;10.0;nan;nan;nan;nan;nan;nan;nan;nan;100440.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1106.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130113030000;101470.0;50.0;2.0;70.0;4.1;273.55;273.15;97.0;3500.0;10.0;nan;nan;100.0;7.0;150.0;35.0;61.0;60.0;100880.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;11.0;0.0;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1105.0;3100.0;nan;3.0;7.0;120.0;7.0;6.0;480.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130113060000;101430.0;70.0;3.0;60.0;4.1;275.25;274.65;96.0;7000.0;2.0;1.0;1.0;100.0;8.0;800.0;35.0;61.0;60.0;100510.0;nan;nan;nan;275.25;nan;277.45;nan;275.15;nan;nan;nan;6.7;-10.0;1.0;0.0;nan;nan;0.0;0.0;nan;0.0;0.0;710.0;1107.0;nan;nan;8.0;6.0;780.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130113060000;101520.0;50.0;3.0;60.0;4.6;273.05;272.15;93.0;6000.0;1.0;nan;nan;100.0;8.0;250.0;35.0;61.0;60.0;100930.0;nan;nan;nan;273.05;nan;273.85;nan;273.15;nan;nan;nan;6.2;-10.0;11.0;0.0;0.0;-60.0;0.0;0.0;nan;2.0;6.0;710.0;1106.0;3100.0;nan;5.0;7.0;210.0;8.0;6.0;390.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130113090000;101620.0;180.0;1.0;40.0;3.6;274.95;274.25;95.0;5000.0;2.0;1.0;1.0;100.0;8.0;450.0;37.0;61.0;60.0;100690.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1106.0;3100.0;nan;7.0;7.0;300.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130113090000;101680.0;150.0;1.0;60.0;5.1;272.35;271.25;91.0;2500.0;71.0;7.0;2.0;100.0;8.0;150.0;35.0;61.0;60.0;101080.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;12.0;0.0;0.01;-30.0;0.0;0.0;nan;nan;nan;710.0;1107.0;3101.0;nan;5.0;7.0;150.0;8.0;6.0;360.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130113120000;101650.0;30.0;0.0;20.0;4.1;274.25;273.35;94.0;4500.0;10.0;2.0;2.0;100.0;8.0;450.0;37.0;61.0;60.0;100720.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1106.0;3100.0;nan;7.0;7.0;300.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130113120000;101700.0;20.0;0.0;40.0;4.6;271.95;271.25;94.0;2500.0;70.0;7.0;2.0;100.0;8.0;250.0;37.0;61.0;60.0;101100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;12.0;0.0;0.01;-60.0;0.0;0.0;0.0;nan;nan;710.0;1107.0;3101.0;nan;8.0;7.0;240.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130113150000;101720.0;70.0;3.0;350.0;4.6;273.05;272.45;95.0;4500.0;10.0;7.0;2.0;100.0;8.0;450.0;38.0;61.0;60.0;100790.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1106.0;3100.0;nan;6.0;8.0;330.0;8.0;6.0;480.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130113150000;101720.0;20.0;3.0;60.0;4.1;271.85;269.35;81.0;10000.0;1.0;7.0;2.0;90.0;7.0;2250.0;35.0;61.0;60.0;101120.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.2;-10.0;11.0;0.0;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1107.0;3100.0;nan;7.0;6.0;2400.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130113180000;101870.0;140.0;1.0;360.0;3.6;271.65;270.05;87.0;11000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100930.0;nan;nan;nan;271.65;nan;275.35;nan;nan;nan;nan;nan;6.7;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1107.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
